ann_term	sum	annotation
PF03720	202	UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain
PF03721	207	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
PF03725	464	3' exoribonuclease family, domain 2
PF03726	58	Polyribonucleotide nucleotidyltransferase, RNA binding domain
PF03727	345	Hexokinase
PF03730	114	Ku70/Ku80 C-terminal arm
PF03731	114	Ku70/Ku80 N-terminal alpha/beta domain
PF03732	6800	Retrotransposon gag protein
PF03734	0	L,D-transpeptidase catalytic domain
PF03735	377	ENT domain
PF03737	150	Aldolase/RraA
PF03741	58	Integral membrane protein TerC family
PF03742	25	PetN
PF03745	57	Domain of unknown function (DUF309)
PF03747	1	ADP-ribosylglycohydrolase
PF03748	1	Flagellar basal body-associated protein FliL
PF03754	297	Domain of unknown function (DUF313)
PF03759	588	PRONE (Plant-specific Rop nucleotide exchanger)
PF03760	196	Late embryogenesis abundant (LEA) group 1
PF03763	839	Remorin, C-terminal region
PF03764	307	Elongation factor G, domain IV
PF03765	1017	CRAL/TRIO, N-terminal domain
PF03766	138	Remorin, N-terminal region
PF03767	470	HAD superfamily, subfamily IIIB (Acid phosphatase)
PF03770	83	Inositol polyphosphate kinase
PF03772	0	Competence protein
PF03776	64	Septum formation topological specificity factor MinE
PF03778	12	Protein of unknown function (DUF321)
PF03781	0	Sulfatase-modifying factor enzyme 1
PF03784	13	Cyclotide family
PF03789	429	ELK domain
PF03790	539	KNOX1 domain
PF03791	543	KNOX2 domain
PF03795	0	YCII-related domain
PF03796	53	DnaB-like helicase C terminal domain
PF03797	1	Autotransporter beta-domain
PF03798	552	TLC domain
PF03799	0	Cell division protein FtsQ
PF03800	78	Nuf2 family
PF03801	62	HEC/Ndc80p family
PF03803	57	Scramblase
PF03807	71	NADP oxidoreductase coenzyme F420-dependent
PF03808	1	Glycosyl transferase WecB/TagA/CpsF family
PF03810	723	Importin-beta N-terminal domain
PF03813	55	Nrap protein domain 1
PF03814	1	Potassium-transporting ATPase A subunit
PF03819	71	MazG nucleotide pyrophosphohydrolase domain
PF03822	1254	NAF domain
PF03828	166	Cid1 family poly A polymerase
PF03830	0	PTS system sorbose subfamily IIB component
PF03831	1	PhnA domain
PF03834	61	Binding domain of DNA repair protein Ercc1 (rad10/Swi10)
PF03835	79	Rad4 transglutaminase-like domain
PF03839	60	Translocation protein Sec62
PF03847	123	Transcription initiation factor TFIID subunit A
PF03849	67	Transcription factor Tfb2
PF03850	62	Transcription factor Tfb4
PF03852	1	DNA mismatch endonuclease Vsr
PF03853	63	YjeF-related protein N-terminus
PF03856	0	Beta-glucosidase (SUN family)
PF03859	338	CG-1 domain
PF03868	128	Ribosomal protein L6, N-terminal domain
PF03869	1	Arc-like DNA binding domain
PF03870	108	RNA polymerase Rpb8
PF03871	209	RNA polymerase Rpb5, N-terminal domain
PF03872	1	Anti sigma-E protein RseA, N-terminal domain
PF03874	170	RNA polymerase Rpb4
PF03876	152	SHS2 domain found in N terminus of Rpb7p/Rpc25p/MJ0397
PF03878	111	YIF1
PF03879	54	Cgr1 family
PF03880	2	DbpA RNA binding domain
PF03881	57	Fructosamine kinase
PF03888	1	MucB/RseB N-terminal domain
PF03893	293	Lipase 3 N-terminal region
PF03896	73	Translocon-associated protein (TRAP), alpha subunit
PF03900	63	Porphobilinogen deaminase, C-terminal domain
PF03901	172	Alg9-like mannosyltransferase family
PF03908	157	Sec20
PF03909	465	BSD domain
PF03911	145	Sec61beta family
PF03912	56	Psb28 protein
PF03914	181	CBF/Mak21 family
PF03917	86	Eukaryotic glutathione synthase, ATP binding domain
PF03918	66	Cytochrome C biogenesis protein
PF03919	104	mRNA capping enzyme, C-terminal domain
PF03921	1	Intercellular adhesion molecule (ICAM), N-terminal domain
PF03924	185	CHASE domain
PF03928	0	Haem-degrading
PF03929	0	PepSY-associated TM region
PF03931	820	Skp1 family, tetramerisation domain
PF03934	1	Type II secretion system (T2SS), protein K
PF03935	0	Beta-glucan synthesis-associated protein (SKN1)
PF03936	2213	Terpene synthase family, metal binding domain
PF03937	58	Flavinator of succinate dehydrogenase
PF03939	127	Ribosomal protein L23, N-terminal domain
PF03941	58	Inner centromere protein, ARK binding region
PF03942	172	DTW domain
PF03946	248	Ribosomal protein L11, N-terminal domain
PF03947	357	Ribosomal Proteins L2, C-terminal domain
PF03948	86	Ribosomal protein L9, C-terminal domain
PF03949	352	Malic enzyme, NAD binding domain
PF03950	167	tRNA synthetases class I (E and Q), anti-codon binding domain
PF03951	224	Glutamine synthetase, beta-Grasp domain
PF03952	236	Enolase, N-terminal domain
PF03953	820	Tubulin C-terminal domain
PF03958	2	Bacterial type II/III secretion system short domain
PF03959	224	Serine hydrolase (FSH1)
PF03962	63	Mnd1 HTH domain
PF03966	111	Trm112p-like protein
PF03969	122	AFG1-like ATPase
PF03971	0	Monomeric isocitrate dehydrogenase
PF03972	0	MmgE/PrpD family
PF03979	1	Sigma-70 factor, region 1.1
PF03980	43	Nnf1
PF03981	64	Ubiquinol-cytochrome C chaperone
PF03982	298	Diacylglycerol acyltransferase
PF03985	76	Paf1
PF03987	113	Autophagocytosis associated protein, active-site domain
PF03989	331	DNA gyrase C-terminal domain, beta-propeller
PF03997	73	VPS28 protein
PF03998	73	Utp11 protein
PF03999	437	Microtubule associated protein (MAP65/ASE1 family)
PF04000	151	Sas10/Utp3/C1D family
PF04003	218	Dip2/Utp12 Family
PF04004	64	Leo1-like protein
PF04005	76	Hus1-like protein
PF04006	101	Mpp10 protein
PF04012	79	PspA/IM30 family
PF04029	0	2-phosphosulpholactate phosphatase
PF04030	273	D-arabinono-1,4-lactone oxidase
PF04031	60	Las1-like
PF04032	69	RNAse P Rpr2/Rpp21/SNM1 subunit domain
PF04034	60	Ribosome biogenesis protein, C-terminal
PF04037	73	Domain of unknown function (DUF382)
PF04042	175	DNA polymerase alpha/epsilon subunit B
PF04043	4044	Plant invertase/pectin methylesterase inhibitor
PF04045	115	Arp2/3 complex, 34 kD subunit p34-Arc
PF04046	127	PSP
PF04048	56	Sec8 exocyst complex component specific domain
PF04049	63	Anaphase promoting complex subunit 8 / Cdc23
PF04050	61	Up-frameshift suppressor 2
PF04051	198	Transport protein particle (TRAPP) component
PF04053	252	Coatomer WD associated region
PF04054	66	CCR4-Not complex component, Not1
PF04055	687	Radical SAM superfamily
PF04056	65	Ssl1-like
PF04057	198	Replication factor-A protein 1, N-terminal domain
PF04059	431	RNA recognition motif 2
PF04061	124	ORMDL family
PF04062	60	ARP2/3 complex ARPC3 (21 kDa) subunit
PF04063	50	Domain of unknown function (DUF383)
PF04064	41	Domain of unknown function (DUF384)
PF04065	85	Not1 N-terminal domain, CCR4-Not complex component
PF04068	158	Possible Fer4-like domain in RNase L inhibitor, RLI
PF04072	178	Leucine carboxyl methyltransferase
PF04073	109	Aminoacyl-tRNA editing domain
PF04078	221	Cell differentiation family, Rcd1-like
PF04080	139	Per1-like family
PF04081	79	DNA polymerase delta, subunit 4
PF04083	300	Partial alpha/beta-hydrolase lipase region
PF04084	68	Origin recognition complex subunit 2
PF04086	73	Signal recognition particle, alpha subunit, N-terminal
PF04091	133	Exocyst complex subunit Sec15-like
PF04095	24	Nicotinate phosphoribosyltransferase (NAPRTase) family
PF04096	144	Nucleoporin autopeptidase
PF04097	71	Nup93/Nic96
PF04098	2	Rad52/22 family double-strand break repair protein
PF04099	146	Sybindin-like family
PF04100	71	Vps53-like, N-terminal
PF04101	263	Glycosyltransferase family 28 C-terminal domain
PF04102	1	SlyX
PF04104	60	Eukaryotic and archaeal DNA primase, large subunit
PF04106	58	Autophagy protein Apg5
PF04107	86	Glutamate-cysteine ligase family 2(GCS2)
PF04108	12	Autophagy protein Apg17
PF04109	71	Autophagy protein Apg9
PF04110	64	Ubiquitin-like autophagy protein Apg12
PF04111	68	Apg6 BARA domain
PF04112	52	Mak10 subunit, NatC N(alpha)-terminal acetyltransferase
PF04113	81	Gpi16 subunit, GPI transamidase component
PF04114	64	Gaa1-like, GPI transamidase component
PF04116	988	Fatty acid hydroxylase superfamily
PF04117	520	Mpv17 / PMP22 family
PF04121	53	Nuclear pore protein 84 / 107
PF04124	71	Dor1-like family
PF04127	132	DNA / pantothenate metabolism flavoprotein
PF04129	81	Vps52 / Sac2 family
PF04130	292	Gamma tubulin complex component C-terminal
PF04133	119	Vacuolar protein sorting 55
PF04134	161	Protein of unknown function, DUF393
PF04135	58	Nucleolar RNA-binding protein, Nop10p family
PF04136	64	Sec34-like family
PF04137	109	Endoplasmic Reticulum Oxidoreductin 1 (ERO1)
PF04139	69	Rad9
PF04140	69	Isoprenylcysteine carboxyl methyltransferase (ICMT) family
PF04142	281	Nucleotide-sugar transporter
PF04143	0	Sulphur transport
PF04144	267	SCAMP family
PF04145	497	Ctr copper transporter family
PF04146	572	YT521-B-like domain
PF04147	74	Nop14-like family
PF04152	61	Mre11 DNA-binding presumed domain
PF04153	159	NOT2 / NOT3 / NOT5 family
PF04157	141	EAP30/Vps36 family
PF04158	60	Sof1-like domain
PF04161	70	Arv1-like family
PF04172	67	LrgB-like family
PF04176	59	TIP41-like family
PF04177	69	TAP42-like family
PF04178	318	Got1/Sft2-like family
PF04179	54	Rit1 DUSP-like domain
PF04180	35	Low temperature viability protein
PF04181	55	Rtr1/RPAP2 family
PF04182	70	B-block binding subunit of TFIIIC
PF04185	267	Phosphoesterase family
PF04187	67	Haem-binding uptake, Tiki superfamily, ChaN
PF04188	62	Mannosyltransferase (PIG-V)
PF04189	66	Gcd10p family
PF04190	61	Protein of unknown function (DUF410)
PF04191	102	Phospholipid methyltransferase
PF04192	56	Utp21 specific WD40 associated putative domain
PF04193	573	PQ loop repeat
PF04194	129	Programmed cell death protein 2, C-terminal putative domain
PF04195	1447	Putative gypsy type transposon
PF04199	154	Putative cyclase
PF04204	1	Homoserine O-succinyltransferase
PF04209	61	homogentisate 1,2-dioxygenase
PF04212	101	MIT (microtubule interacting and transport) domain
PF04226	0	Transglycosylase associated protein
PF04227	68	Indigoidine synthase A like protein
PF04230	0	Polysaccharide pyruvyl transferase
PF04231	24	Endonuclease I
PF04241	55	Protein of unknown function (DUF423)
PF04248	1	Domain of unknown function (DUF427)
PF04253	123	Transferrin receptor-like dimerisation domain
PF04257	1	Exodeoxyribonuclease V, gamma subunit
PF04258	340	Signal peptide peptidase
PF04262	1	Glutamate-cysteine ligase
PF04263	74	Thiamin pyrophosphokinase, catalytic domain
PF04264	1	YceI-like domain
PF04265	73	Thiamin pyrophosphokinase, vitamin B1 binding domain
PF04266	125	ASCH domain
PF04270	0	Streptococcal histidine triad protein
PF04278	186	Tic22-like family
PF04280	122	Tim44-like domain
PF04281	70	Mitochondrial import receptor subunit Tom22
PF04305	111	Protein of unknown function (DUF455)
PF04321	242	RmlD substrate binding domain
PF04324	1	BFD-like [2Fe-2S] binding domain
PF04333	0	MlaA lipoprotein
PF04339	61	Peptidogalycan biosysnthesis/recognition
PF04347	1	Flagellar biosynthesis protein, FliO
PF04352	1	ProQ/FINO family
PF04357	56	TamB, inner membrane protein subunit of TAM complex
PF04359	59	Protein of unknown function (DUF493)
PF04363	1	Protein of unknown function (DUF496)
PF04366	146	Las17-binding protein actin regulator
PF04367	226	Protein of unknown function (DUF502)
PF04371	58	Porphyromonas-type peptidyl-arginine deiminase
PF04376	68	Arginine-tRNA-protein transferase, N terminus
PF04377	68	Arginine-tRNA-protein transferase, C terminus
PF04378	1	Ribosomal RNA large subunit methyltransferase D, RlmJ
PF04379	112	ApaG domain
PF04386	0	Stringent starvation protein B
PF04387	150	Protein tyrosine phosphatase-like protein, PTPLA
PF04389	246	Peptidase family M28
PF04398	1312	Protein of unknown function, DUF538
PF04402	0	Protein of unknown function (DUF541)
PF04406	180	Type IIB DNA topoisomerase
PF04408	998	Helicase associated domain (HA2)
PF04410	125	Gar1/Naf1 RNA binding region
PF04413	50	3-Deoxy-D-manno-octulosonic-acid transferase (kdotransferase)
PF04414	69	D-aminoacyl-tRNA deacylase
PF04418	63	Domain of unknown function (DUF543)
PF04419	197	4F5 protein related disordered region
PF04420	58	CHD5-like protein
PF04422	55	Coenzyme F420 hydrogenase/dehydrogenase, beta subunit N-term
PF04423	33	Rad50 zinc hook motif
PF04424	82	MINDY deubiquitinase
PF04427	311	Brix domain
PF04428	10	Choline kinase N terminus
PF04430	68	Protein of unknown function (DUF498/DUF598)
PF04431	196	Pectate lyase, N terminus
PF04432	55	Coenzyme F420 hydrogenase/dehydrogenase, beta subunit C terminus
PF04433	448	SWIRM domain
PF04434	4198	SWIM zinc finger
PF04437	127	RINT-1 / TIP-1 family
PF04438	406	HIT zinc finger
PF04439	0	Streptomycin adenylyltransferase
PF04442	65	Cytochrome c oxidase assembly protein CtaG/Cox11
PF04444	1	Catechol dioxygenase N terminus
PF04446	124	tRNAHis guanylyltransferase
PF04450	268	Peptidase of plants and bacteria
PF04452	58	RNA methyltransferase
PF04453	2	LPS transport system D
PF04455	52	LOR/SDH bifunctional enzyme conserved region
PF04466	0	Phage terminase large subunit
PF04476	1	4-HFC-P synthase
PF04478	5	Mid2 like cell wall stress sensor
PF04479	1	RTA1 like protein
PF04481	49	Protein of unknown function (DUF561)
PF04483	168	Protein of unknown function (DUF565)
PF04484	414	QWRF family
PF04488	220	Glycosyltransferase sugar-binding region containing DXD motif
PF04493	62	Endonuclease V
PF04494	64	WD40 associated region in TFIID subunit, NTD2 domain
PF04499	300	SIT4 phosphatase-associated protein
PF04502	200	Family of unknown function (DUF572)
PF04504	511	Protein of unknown function, DUF573
PF04506	80	Rft protein
PF04510	89	Family of unknown function (DUF577)
PF04511	156	Der1-like family
PF04515	301	Plasma-membrane choline transporter
PF04520	627	Senescence regulator
PF04525	959	LURP-one-related
PF04526	520	Protein of unknown function (DUF568)
PF04535	1846	Domain of unknown function (DUF588)
PF04536	81	TPM domain
PF04539	376	Sigma-70 region 3
PF04542	352	Sigma-70 region 2
PF04545	348	Sigma-70, region 4
PF04546	1	Sigma-70, non-essential region
PF04547	54	Calcium-activated chloride channel
PF04548	555	AIG1 family
PF04551	64	GcpE protein
PF04554	1039	Extensin-like region
PF04557	62	Glutaminyl-tRNA synthetase, non-specific RNA binding region part 2
PF04558	69	Glutaminyl-tRNA synthetase, non-specific RNA binding region part 1
PF04560	377	RNA polymerase Rpb2, domain 7
PF04561	373	RNA polymerase Rpb2, domain 2
PF04563	317	RNA polymerase beta subunit
PF04564	3067	U-box domain
PF04565	371	RNA polymerase Rpb2, domain 3
PF04566	213	RNA polymerase Rpb2, domain 4
PF04567	217	RNA polymerase Rpb2, domain 5
PF04568	30	Mitochondrial ATPase inhibitor, IATP
PF04570	908	zinc-finger of the FCS-type, C2-C2
PF04571	135	lipin, N-terminal conserved region
PF04572	217	Alpha 1,4-glycosyltransferase conserved region
PF04573	102	Signal peptidase subunit
PF04576	648	Zein-binding
PF04577	681	Protein of unknown function (DUF563)
PF04578	1022	Protein of unknown function, DUF594
PF04588	169	Hypoxia induced protein conserved region
PF04597	112	Ribophorin I
PF04601	382	Domain of unknown function (DUF569)
PF04603	69	Ran-interacting Mog1 protein
PF04607	256	Region found in RelA / SpoT proteins
PF04614	63	Pex19 protein family
PF04615	75	Utp14 protein
PF04616	81	Glycosyl hydrolases family 43
PF04618	177	HD-ZIP protein N terminus
PF04622	47	ERG2 and Sigma1 receptor like protein
PF04627	64	Mitochondrial ATP synthase epsilon chain
PF04628	122	Sedlin, N-terminal conserved region
PF04629	1	Islet cell autoantigen ICA69, C-terminal domain
PF04632	31	Fusaric acid resistance protein family
PF04640	650	PLATZ transcription factor
PF04641	103	Rtf2 RING-finger
PF04642	5	Protein of unknown function, DUF601
PF04646	598	Protein of unknown function, DUF604
PF04652	385	Vta1 like
PF04654	496	Protein of unknown function, DUF599
PF04658	61	TAFII55 protein conserved region
PF04667	185	cAMP-regulated phosphoprotein/endosulfine conserved region
PF04669	438	Polysaccharide biosynthesis
PF04670	1	Gtr1/RagA G protein conserved region
PF04672	0	S-adenosyl methyltransferase
PF04674	605	Phosphate-induced protein 1 conserved region
PF04675	184	DNA ligase N terminus
PF04676	120	Protein similar to CwfJ C-terminus 2
PF04677	125	Protein similar to CwfJ C-terminus 1
PF04678	229	Mitochondrial calcium uniporter
PF04679	173	ATP dependent DNA ligase C terminal region
PF04683	56	Proteasome complex subunit Rpn13 ubiquitin receptor
PF04685	167	Glycosyl-hydrolase family 116, catalytic region
PF04687	0	Microvirus H protein (pilot protein)
PF04689	76	DNA binding protein S1FA
PF04690	391	YABBY protein
PF04695	86	Pex14 N-terminal domain
PF04696	57	pinin/SDK/memA/ protein conserved region
PF04699	69	ARP2/3 complex 16 kDa subunit (p16-Arc)
PF04702	25	Vicilin N terminal region
PF04707	68	PRELI-like family
PF04715	176	Anthranilate synthase component I, N terminal region
PF04716	64	ETC complex I subunit conserved region
PF04718	142	Mitochondrial ATP synthase g subunit
PF04719	72	hTAFII28-like protein conserved region
PF04720	600	PDDEXK-like family of unknown function
PF04722	66	Ssu72-like protein
PF04724	224	Glycosyltransferase family 17
PF04725	75	Photosystem II 10 kDa polypeptide PsbR
PF04727	290	ELMO/CED-12 family
PF04729	96	ASF1 like histone chaperone
PF04733	81	Coatomer epsilon subunit
PF04734	160	Neutral/alkaline non-lysosomal ceramidase, N-terminal
PF04739	224	5'-AMP-activated protein kinase beta subunit, interaction domain
PF04749	1030	PLAC8 family
PF04751	65	Protein of unknown function (DUF615)
PF04752	136	ChaC-like protein
PF04755	669	PAP_fibrillin
PF04756	139	OST3 / OST6 family, transporter family
PF04757	178	Pex2 / Pex12 amino terminal region
PF04758	98	Ribosomal protein S30
PF04759	574	Protein of unknown function, DUF617
PF04760	10	Translation initiation factor IF-2, N-terminal region
PF04762	81	IKI3 family
PF04765	452	Protein of unknown function (DUF616)
PF04768	0	NAT, N-acetyltransferase, of N-acetylglutamate synthase
PF04770	723	ZF-HD protein dimerisation region
PF04773	0	FecR protein
PF04774	159	Hyaluronan / mRNA binding family
PF04776	127	Protein MS5
PF04777	129	Erv1 / Alr family
PF04780	254	Protein of unknown function (DUF629)
PF04781	157	Protein of unknown function (DUF627)
PF04782	839	Protein of unknown function (DUF632)
