ann_term	sum	annotation
PF13174	78	Tetratricopeptide repeat
PF13175	50	AAA ATPase domain
PF13176	1	Tetratricopeptide repeat
PF13177	158	DNA polymerase III, delta subunit
PF13180	170	PDZ domain
PF13181	104	Tetratricopeptide repeat
PF13182	1	Protein of unknown function (DUF4007)
PF13183	387	4Fe-4S dicluster domain
PF13184	84	NusA-like KH domain
PF13185	160	GAF domain
PF13186	156	Iron-sulfur cluster-binding domain
PF13187	88	4Fe-4S dicluster domain
PF13188	145	PAS domain
PF13192	81	Thioredoxin domain
PF13193	677	AMP-binding enzyme C-terminal domain
PF13195	1	Protein of unknown function (DUF4011)
PF13198	32	Protein of unknown function (DUF4014)
PF13208	4	TerB N-terminal domain
PF13226	12	Domain of unknown function (DUF4034)
PF13227	78	Protein of unknown function (DUF4035)
PF13229	2	Right handed beta helix region
PF13230	80	Glutamine amidotransferases class-II
PF13237	80	4Fe-4S dicluster domain
PF13238	85	AAA domain
PF13240	2	zinc-ribbon domain
PF13241	80	Putative NAD(P)-binding
PF13242	175	HAD-hyrolase-like
PF13245	40	AAA domain
PF13247	1275	4Fe-4S dicluster domain
PF13250	3	Domain of unknown function (DUF4041)
PF13252	18	Protein of unknown function (DUF4043)
PF13258	108	Domain of unknown function (DUF4049)
PF13260	80	Protein of unknown function (DUF4051)
PF13262	7	Protein of unknown function (DUF4054)
PF13264	14	Domain of unknown function (DUF4055)
PF13271	2	Domain of unknown function (DUF4062)
PF13272	14	Putative 2/3 transmembrane domain holin
PF13274	8	Protein of unknown function (DUF4065)
PF13275	80	S4 domain
PF13276	455	HTH-like domain
PF13279	94	Thioesterase-like superfamily
PF13280	61	WYL domain
PF13283	74	Bacteriophage N adsorption protein A C-term
PF13286	6	Phosphohydrolase-associated domain
PF13288	78	DXP reductoisomerase C-terminal domain
PF13289	18	SIR2-like domain
PF13290	1	Chitobiase/beta-hexosaminidase C-terminal domain
PF13291	160	ACT domain
PF13292	80	1-deoxy-D-xylulose-5-phosphate synthase
PF13296	43	Putative type VI secretion system Rhs element Vgr
PF13302	246	Acetyltransferase (GNAT) domain
PF13304	28	AAA domain, putative AbiEii toxin, Type IV TA system
PF13306	3	Leucine rich repeats (6 copies)
PF13307	161	Helicase C-terminal domain
PF13309	82	HTH domain
PF13310	20	Virulence protein RhuM family
PF13322	54	Domain of unknown function (DUF4092)
PF13327	15	Type III secretion system subunit
PF13328	160	HD domain
PF13332	42	Haemagluttinin repeat
PF13333	26	Integrase core domain
PF13335	74	Magnesium chelatase, subunit ChlI C-terminal
PF13336	53	Acetyl-CoA hydrolase/transferase C-terminal domain
PF13337	6	Putative ATP-dependent Lon protease
PF13338	15	Transcriptional regulator, AbiEi antitoxin
PF13340	1	Putative transposase of IS4/5 family (DUF4096)
PF13342	16	C-terminal repeat of topoisomerase
PF13343	96	Bacterial extracellular solute-binding protein
PF13344	81	Haloacid dehalogenase-like hydrolase
PF13347	337	MFS/sugar transport protein
PF13353	715	4Fe-4S single cluster domain
PF13354	53	Beta-lactamase enzyme family
PF13356	497	Arm DNA-binding domain
PF13358	11	DDE superfamily endonuclease
PF13360	82	PQQ-like domain
PF13361	375	UvrD-like helicase C-terminal domain
PF13362	57	Toprim domain
PF13365	249	Trypsin-like peptidase domain
PF13369	80	Transglutaminase-like superfamily
PF13371	80	Tetratricopeptide repeat
PF13375	86	RnfC Barrel sandwich hybrid domain
PF13377	876	Periplasmic binding protein-like domain
PF13378	555	Enolase C-terminal domain-like
PF13380	159	CoA binding domain
PF13382	78	Adenine deaminase C-terminal domain
PF13384	17	Homeodomain-like domain
PF13391	53	HNH endonuclease
PF13392	33	HNH endonuclease
PF13393	80	Histidyl-tRNA synthetase
PF13394	83	4Fe-4S single cluster domain
PF13395	1	HNH endonuclease
PF13396	81	Phospholipase_D-nuclease N-terminal
PF13401	75	AAA domain
PF13402	55	Peptidase M60, enhancin and enhancin-like
PF13404	79	AsnC-type helix-turn-helix domain
PF13406	82	Transglycosylase SLT domain
PF13407	607	Periplasmic binding protein domain
PF13408	22	Recombinase zinc beta ribbon domain
PF13409	141	Glutathione S-transferase, N-terminal domain
PF13410	157	Glutathione S-transferase, C-terminal domain
PF13411	327	MerR HTH family regulatory protein
PF13412	275	Winged helix-turn-helix DNA-binding
PF13413	80	Helix-turn-helix domain
PF13414	25	TPR repeat
PF13416	487	Bacterial extracellular solute-binding protein
PF13417	305	Glutathione S-transferase, N-terminal domain
PF13418	11	Galactose oxidase, central domain
PF13419	800	Haloacid dehalogenase-like hydrolase
PF13420	27	Acetyltransferase (GNAT) domain
PF13426	281	PAS domain
PF13427	30	Domain of unknown function (DUF4111)
PF13429	61	Tetratricopeptide repeat
PF13432	384	Tetratricopeptide repeat
PF13434	34	L-lysine 6-monooxygenase (NADPH-requiring)
PF13435	80	Cytochrome c554 and c-prime
PF13436	70	Glycine-zipper domain
PF13437	359	HlyD family secretion protein
PF13438	105	Domain of unknown function (DUF4113)
PF13439	315	Glycosyltransferase Family 4
PF13440	82	Polysaccharide biosynthesis protein
PF13443	10	Cro/C1-type HTH DNA-binding domain
PF13449	42	Esterase-like activity of phytase
PF13450	6	NAD(P)-binding Rossmann-like domain
PF13454	76	FAD-NAD(P)-binding
PF13455	4	Meiotically up-regulated gene 113
PF13458	160	Periplasmic binding protein
PF13460	264	NAD(P)H-binding
PF13462	3	Thioredoxin
PF13464	80	Domain of unknown function (DUF4115)
PF13466	80	STAS domain
PF13471	1	Transglutaminase-like superfamily
PF13472	96	GDSL-like Lipase/Acylhydrolase family
PF13473	78	Cupredoxin-like domain
PF13476	79	AAA domain
PF13477	9	Glycosyl transferase 4-like
PF13478	120	XdhC Rossmann domain
PF13479	3	AAA domain
PF13481	104	AAA domain
PF13483	79	Beta-lactamase superfamily domain
PF13484	160	4Fe-4S double cluster binding domain
PF13488	158	Glycine zipper
PF13489	89	Methyltransferase domain
PF13491	80	4TM region of DNA translocase FtsK/SpoIIIE
PF13492	80	GAF domain
PF13493	80	Domain of unknown function (DUF4118)
PF13495	51	Phage integrase, N-terminal SAM-like domain
PF13500	240	AAA domain
PF13502	82	AsmA-like C-terminal region
PF13503	10	Domain of unknown function (DUF4123)
PF13505	111	Outer membrane protein beta-barrel domain
PF13507	80	CobB/CobQ-like glutamine amidotransferase domain
PF13508	138	Acetyltransferase (GNAT) domain
PF13510	79	2Fe-2S iron-sulfur cluster binding domain
PF13515	165	Fusaric acid resistance protein-like
PF13517	15	Repeat domain in Vibrio, Colwellia, Bradyrhizobium and Shewanella
PF13518	235	Helix-turn-helix domain
PF13520	901	Amino acid permease
PF13521	103	AAA domain
PF13522	160	Glutamine amidotransferase domain
PF13523	41	Acetyltransferase (GNAT) domain
PF13525	80	Outer membrane lipoprotein
PF13531	252	Bacterial extracellular solute-binding protein
PF13532	80	2OG-Fe(II) oxygenase superfamily
PF13533	324	Biotin-lipoyl like
PF13534	89	4Fe-4S dicluster domain
PF13537	81	Glutamine amidotransferase domain
PF13538	92	UvrD-like helicase C-terminal domain
PF13539	36	D-alanyl-D-alanine carboxypeptidase
PF13541	154	Subunit ChlI of Mg-chelatase
PF13542	32	Helix-turn-helix domain of transposase family ISL3
PF13545	81	Crp-like helix-turn-helix domain
PF13549	79	ATP-grasp domain
PF13550	268	Putative phage tail protein
PF13551	12	Winged helix-turn helix
PF13554	12	Bacteriophage related domain of unknown function
PF13555	27	P-loop containing region of AAA domain
PF13556	79	PucR C-terminal helix-turn-helix domain
PF13558	160	Putative exonuclease SbcCD, C subunit
PF13560	137	Helix-turn-helix domain
PF13561	981	Enoyl-(Acyl carrier protein) reductase
PF13565	15	Homeodomain-like domain
PF13569	152	Domain of unknown function (DUF4132)
PF13578	2	Methyltransferase domain
PF13579	75	Glycosyl transferase 4-like domain
PF13580	161	SIS domain
PF13588	28	Type I restriction enzyme R protein N terminus (HSDR_N)
PF13589	95	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase
PF13591	79	MerR HTH family regulatory protein
PF13592	9	Winged helix-turn helix
PF13593	80	SBF-like CPA transporter family (DUF4137)
PF13597	80	Anaerobic ribonucleoside-triphosphate reductase
PF13599	120	Pentapeptide repeats (9 copies)
PF13602	2	Zinc-binding dehydrogenase
PF13603	81	Leucyl-tRNA synthetase, Domain 2
PF13604	124	AAA domain
PF13606	1	Ankyrin repeat
PF13607	79	Succinyl-CoA ligase like flavodoxin domain
PF13610	209	DDE domain
PF13614	197	AAA domain
PF13616	157	PPIC-type PPIASE domain
PF13617	80	YnbE-like lipoprotein
PF13620	18	Carboxypeptidase regulatory-like domain
PF13622	80	Thioesterase-like superfamily
PF13624	80	SurA N-terminal domain
PF13627	80	Prokaryotic lipoprotein-attachment site
PF13632	63	Glycosyl transferase family group 2
PF13636	80	RNA-binding PUA-like domain of methyltransferase RsmF
PF13637	79	Ankyrin repeats (many copies)
PF13638	1	PIN domain
PF13640	81	2OG-Fe(II) oxygenase superfamily
PF13641	4	Glycosyltransferase like family 2
PF13643	14	Domain of unknown function (DUF4145)
PF13644	3	DKNYY family
PF13646	36	HEAT repeats
PF13649	194	Methyltransferase domain
PF13654	80	AAA domain
PF13655	11	N-terminal domain of reverse transcriptase
PF13657	80	HipA N-terminal domain
PF13662	83	Toprim domain
PF13665	14	Domain of unknown function (DUF4150)
PF13667	79	ThiC-associated domain
PF13671	20	AAA domain
PF13672	93	Protein phosphatase 2C
PF13673	331	Acetyltransferase (GNAT) domain
PF13675	158	Type IV pili methyl-accepting chemotaxis transducer N-term
PF13676	12	TIR domain
PF13677	97	Membrane MotB of proton-channel complex MotA/MotB
PF13678	16	NFkB-p65-degrading zinc protease
PF13683	84	Integrase core domain
PF13687	80	Domain of unknown function (DUF4153)
PF13689	80	Domain of unknown function (DUF4154)
PF13692	18	Glycosyl transferases group 1
PF13693	102	Winged helix-turn-helix DNA-binding
PF13698	80	Domain of unknown function (DUF4156)
PF13700	54	Domain of unknown function (DUF4158)
PF13701	15	Transposase DDE domain group 1
PF13704	4	Glycosyl transferase family 2
PF13707	1	RloB-like protein
PF13708	159	Domain of unknown function (DUF4942)
PF13710	160	ACT domain
PF13711	7	Domain of unknown function (DUF4160)
PF13714	80	Phosphoenolpyruvate phosphomutase
PF13718	93	GNAT acetyltransferase 2
PF13720	80	Udp N-acetylglucosamine O-acyltransferase; Domain 2
PF13721	161	SecD export protein N-terminal TM region
PF13722	159	5TM C-terminal transporter carbon starvation CstA
PF13723	14	Beta-ketoacyl synthase, N-terminal domain
PF13727	79	CoA-binding domain
PF13728	72	F plasmid transfer operon protein
PF13729	15	F plasmid transfer operon, TraF, protein
PF13730	126	Helix-turn-helix domain
PF13737	34	Transposase DDE domain
PF13740	81	ACT domain
PF13742	79	OB-fold nucleic acid binding domain
PF13744	33	Helix-turn-helix domain
PF13750	29	Bacterial Ig-like domain (group 3)
PF13751	3	Transposase DDE domain
PF13752	5	Domain of unknown function (DUF4165)
PF13784	8	Fic/DOC family N-terminal
PF13793	80	N-terminal domain of ribose phosphate pyrophosphokinase
PF13801	80	Heavy-metal resistance
PF13802	86	Galactose mutarotase-like
PF13806	80	Rieske-like [2Fe-2S] domain
PF13807	126	G-rich domain on putative tyrosine kinase
PF13808	201	DDE_Tnp_1-associated
PF13811	79	Domain of unknown function (DUF4186)
PF13817	386	IS66 C-terminal element
PF13823	48	Alcohol dehydrogenase GroES-associated
PF13840	80	ACT domain
PF13847	259	Methyltransferase domain
PF13856	49	ATP-binding sugar transporter from pro-phage
PF13857	8	Ankyrin repeats (many copies)
PF13860	79	FlgD Ig-like domain
PF13861	96	FlgD Tudor-like domain
PF13876	11	Phage protein (N4 Gp49/phage Sf6 gene 66) family
PF13884	56	Chaperone of endosialidase
PF13895	24	Immunoglobulin domain
PF13899	69	Thioredoxin-like
PF13910	1	Domain of unknown function (DUF4209)
PF13927	35	Immunoglobulin domain
PF13932	80	GidA associated domain
PF13935	126	Ead/Ea22-like protein
PF13936	128	Helix-turn-helix domain
PF13939	53	Toxin TisB, type I toxin-antitoxin system
PF13940	341	Toxin Ldr, type I toxin-antitoxin system
PF13941	14	MutL protein
PF13942	80	YfhG lipoprotein
PF13953	780	PapC C-terminal domain
PF13954	763	PapC N-terminal domain
PF13956	176	Toxin Ibs, type I toxin-antitoxin system
PF13957	48	Toxin YafO, type II toxin-antitoxin system
PF13973	192	Domain of unknown function (DUF4222)
PF13974	80	YebO-like protein
PF13977	108	BetI-type transcriptional repressor, C-terminal
PF13978	80	Protein of unknown function (DUF4223)
PF13979	18	SopA-like catalytic domain
PF13980	81	Uncharacterised protein family (UPF0370)
PF13981	58	SopA-like central domain
PF13982	81	YbfN-like lipoprotein
PF13983	79	YsaB-like lipoprotein
PF13984	79	MsyB protein
PF13985	81	YbgS-like protein
PF13986	46	Domain of unknown function (DUF4224)
PF13987	79	YedD-like protein
PF13988	6	Protein of unknown function (DUF4225)
PF13989	80	YejG-like protein
PF13990	146	YjcZ-like protein
PF13991	79	BssS protein family
PF13992	80	YecR-like lipoprotein
PF13993	78	YccJ-like protein
PF13994	64	PgaD-like protein
PF13995	87	YebF-like protein
PF13996	79	YobH-like protein
PF13997	82	YqjK-like protein
PF13998	79	MgrB protein
PF13999	80	MarB protein
PF14000	149	DNA packaging protein FI
PF14001	81	YdfZ protein
PF14002	80	YniB-like protein
PF14020	19	Protein of unknown function (DUF4236)
PF14022	5	Protein of unknown function (DUF4238)
PF14031	2	Putative serine dehydratase domain
PF14052	2	Capsule assembly protein Wzi
PF14072	8	DNA-sulfur modification-associated
PF14078	1	Domain of unknown function (DUF4259)
PF14082	2	Domain of unknown function (DUF4263)
PF14088	4	Domain of unknown function (DUF4268)
PF14090	1	Helix-turn-helix domain
PF14106	2	Domain of unknown function (DUF4279)
PF14124	4	Domain of unknown function (DUF4291)
PF14130	1	Domain of unknown function (DUF4297)
PF14137	2	Domain of unknown function (DUF4304)
PF14163	36	Super-infection exclusion protein B
PF14213	7	STAS-like domain of unknown function (DUF4325)
PF14220	89	Domain of unknown function (DUF4329)
PF14237	1	Domain of unknown function (DUF4339)
PF14252	1	Domain of unknown function (DUF4347)
PF14253	4	Bacteriophage abortive infection AbiH
PF14264	2	Glucosyl transferase GtrII
PF14267	1	Domain of unknown function (DUF4357)
PF14279	2	HNH endonuclease
PF14280	2	Domain of unknown function (DUF4365)
PF14281	5	PD-(D/E)XK nuclease superfamily
PF14282	34	FlxA-like protein
PF14284	16	PcfJ-like protein
PF14296	3	O-antigen polysaccharide polymerase Wzy
PF14297	1	Domain of unknown function (DUF4373)
PF14301	13	Domain of unknown function (DUF4376)
PF14305	1	TupA-like ATPgrasp
PF14310	80	Fibronectin type III-like domain
PF14319	43	Transposase zinc-binding domain
PF14330	15	Domain of unknown function (DUF4387)
PF14331	53	ImcF-related N-terminal domain
PF14335	3	Domain of unknown function (DUF4391)
PF14338	15	Mrr N-terminal domain
PF14348	11	Domain of unknown function (DUF4400)
PF14350	4	Beta protein
PF14354	37	Restriction alleviation protein Lar
PF14355	1	Abortive infection C-terminus
PF14359	29	Domain of unknown function (DUF4406)
PF14367	1	Domain of unknown function (DUF4411)
PF14373	3	Superinfection immunity protein
PF14376	77	Haem-binding domain
PF14378	15	PAP2 superfamily
PF14384	28	BrnA antitoxin of type II toxin-antitoxin system
PF14390	1	Putative  PD-(D/E)XK family member, (DUF4420)
PF14393	1	Domain of unknown function (DUF4422)
PF14412	2	A nuclease family of the HNH/ENDO VII superfamily with conserved AHH
PF14433	7	SUKH-3 immunity protein
PF14437	80	MafB19-like deaminase
PF14450	160	Cell division protein FtsA
PF14457	1	Prokaryotic E2 family A
PF14464	278	Prokaryotic homologs of the JAB domain
PF14486	30	Domain of unknown function (DUF4432)
PF14487	7	Domain of unknown function (DUF4433)
PF14488	78	Domain of unknown function (DUF4434)
PF14489	80	QueF-like protein
PF14491	6	Protein of unknown function (DUF4435)
PF14492	79	Elongation Factor G, domain II
PF14497	13	Glutathione S-transferase, C-terminal domain
PF14502	72	Helix-turn-helix domain
PF14503	72	YhfZ C-terminal domain
PF14520	323	Helix-hairpin-helix domain
PF14521	3	Lysine-specific metallo-endopeptidase
PF14524	7	Wzt C-terminal domain
PF14525	37	AraC-binding-like domain
PF14528	1	LAGLIDADG-like domain
PF14532	7	Sigma-54 interaction domain
PF14535	36	AMP-binding enzyme C-terminal domain
PF14542	89	GCN5-related N-acetyl-transferase
PF14549	109	DNA-binding transcriptional regulator Cro
PF14555	14	UBA-like domain
PF14559	379	Tetratricopeptide repeat
PF14561	79	Tetratricopeptide repeat
PF14568	1	SMI1-KNR4 cell-wall
PF14572	80	Phosphoribosyl synthetase-associated domain
PF14579	82	Helix-hairpin-helix motif
PF14581	79	SseB protein C-terminal domain
PF14583	6	Oligogalacturonate lyase
PF14602	398	Hexapeptide repeat of succinyl-transferase
PF14622	79	Ribonuclease-III-like
PF14657	9	Arm DNA-binding domain
PF14659	58	Phage integrase, N-terminal SAM-like domain
PF14667	16	Polysaccharide biosynthesis C-terminal domain
PF14681	81	Uracil phosphoribosyltransferase
PF14689	161	Sensor_kinase_SpoOB-type, alpha-helical domain
PF14690	35	zinc-finger of transposase IS204/IS1001/IS1096/IS1165
PF14691	395	Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster
PF14697	159	4Fe-4S dicluster domain
PF14698	83	Argininosuccinate lyase C-terminal
PF14706	50	Transposase DNA-binding
PF14710	158	Respiratory nitrate reductase alpha N-terminal
PF14711	160	Respiratory nitrate reductase beta C-terminal
PF14714	80	KH-domain-like of EngA bacterial GTPase enzymes, C-terminal
PF14718	80	Soluble lytic murein transglycosylase L domain
PF14720	160	NiFe/NiFeSe hydrogenase small subunit C-terminal
PF14748	80	Pyrroline-5-carboxylate reductase dimerisation
PF14759	54	Reductase C-terminal
PF14760	81	Rnk N-terminus
PF14765	5	Polyketide synthase dehydratase
PF14785	80	Maltose transport system permease protein MalF P2 domain
PF14793	80	Domain of unknown function (DUF4478)
PF14805	80	Tetrahydrodipicolinate N-succinyltransferase N-terminal
PF14812	80	Transmembrane domain of transglycosylase PBP1 at N-terminal
PF14814	80	Bifunctional transglycosylase second domain
PF14815	80	NUDIX domain
PF14819	80	Nitrile reductase, 7-cyano-7-deazaguanine-reductase N-term
PF14821	80	Threonine synthase N terminus
PF14824	80	Sirohaem biosynthesis protein central
PF14833	315	NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase
PF14834	80	Glutathione S-transferase, C-terminal domain
PF14840	81	Processivity clamp loader gamma complex DNA pol III C-term
PF14841	96	FliG middle domain
PF14842	96	FliG N-terminal domain
PF14849	80	YidC periplasmic domain
PF14850	78	DNA-binding domain of Proline dehydrogenase
PF14855	19	Pilus-assembly fibrillin subunit, chaperone
PF14859	5	Colicin M
PF14863	81	Alkyl sulfatase dimerisation
PF14864	81	Alkyl sulfatase C-terminal
PF14883	63	Hypothetical glycosyl hydrolase family 13
PF14890	3	Intein splicing domain
PF14891	9	Effector protein
PF14897	24	EpsG family
PF15523	2	Novel toxin 16
PF15530	5	Bacterial toxin 25
PF15567	54	Immunity protein 35
PF15596	44	Immunity protein 57
PF15605	3	Bacterial toxin 28
PF15606	15	Bacterial toxin 34
PF15608	17	PELOTA RNA binding domain
PF15609	19	Phosphoribosyl transferase
PF15611	1	EH_Signature domain
PF15615	4	TerB-C domain
PF15616	7	TerY-C metal binding domain
PF15617	19	C-C_Bond_Lyase of the TIM-Barrel fold
PF15631	74	NTF2 fold immunity protein
PF15632	19	ATP-grasp in the biosynthetic pathway with Ter operon
PF15633	1	HYD1 signature containing ADP-ribosyltransferase
PF15635	2	GHH signature containing HNH/Endo VII superfamily nuclease toxin  2
PF15640	19	Metallopeptidase toxin 4
PF15647	5	Restriction endonuclease fold toxin 3
PF15654	3	Toxin with a conserved tryptophan and TIP tripeptide motif
PF15723	25	Motility quorum-sensing regulator, toxin of MqsA
PF15731	25	Antitoxin component of bacterial toxin-antitoxin system, MqsA
PF15738	43	Bacterial toxin of type II toxin-antitoxin system, YafQ
PF15781	2	ParE-like toxin of type II bacterial toxin-antitoxin system
PF15894	77	Inhibitor of glucose uptake transporter SgrT
PF15919	58	HicB_like antitoxin of bacterial toxin-antitoxin system
PF15922	81	YjeJ-like
PF15930	80	Domain of unknown function
PF15933	2	Antitoxin to bacterial toxin RNase LS or RnlA
PF15935	2	RNase LS, bacterial toxin
PF15937	76	prlF antitoxin for toxin YhaV_toxin
PF15939	77	Putative antitoxin of bacterial toxin-antitoxin system
PF15940	80	Family of unknown function
PF15941	18	FidL-like putative membrane protein
PF15943	136	Putative antitoxin of bacterial toxin-antitoxin system, YdaS/YdaT
PF15944	31	Domain of unknown function (DUF4752)
PF15945	53	Domain of unknown function (DUF4753)
PF15946	34	Domain of unknown function (DUF4754)
PF15947	4	Domain of unknown function (DUF4755)
PF15948	5	Domain of unknown function (DUF4756)
PF15953	8	Putative propanediol utilisation
PF15956	10	Domain of unknown function (DUF4760)
PF15958	35	Domain of unknown function (DUF4761)
PF15962	15	Domain of unknown function (DUF4765)
PF15975	77	Flotillin
PF15976	105	CS1-pili formation C-terminal
PF15977	79	Winged helix-turn-helix DNA binding
PF15978	16	Tn7-like transposition protein D
PF16031	80	TonB N-terminal region
PF16078	81	2-oxoglutarate dehydrogenase N-terminus
PF16080	27	Bacteriophage holin family HP1
PF16083	28	LydA holin phage, holin superfamily III
PF16084	5	LydA-holin antagonist
PF16123	80	Hydroxyacylglutathione hydrolase C-terminus
PF16124	79	RecQ zinc-binding
PF16154	25	Domain of unknown function (DUF4862)
PF16161	2	Domain of unknown function (DUF4867)
PF16162	6	Domain of unknown function (DUF4868)
PF16168	724	Adhesin of bacterial autotransporter system, probable stalk
PF16177	159	Acetyl-coenzyme A synthetase N-terminus
PF16184	3	Cadherin-like
PF16187	80	Middle or third domain of peptidase_M16
PF16193	80	AAA C-terminal domain
PF16197	71	Ketoacyl-synthetase C-terminal extension
PF16198	81	tRNA pseudouridylate synthase B C-terminal domain
PF16199	81	Radical_SAM C-terminal domain
PF16200	80	C-terminal region of band_7
PF16220	43	Domain of unknown function (DUF4880)
PF16263	1	Domain of unknown function (DUF4917)
PF16320	79	Ribosomal protein L7/L12 dimerisation domain
PF16325	80	Peptidase family U32 C-terminal domain
PF16326	80	ABC transporter C-terminal domain
PF16327	235	Cytochrome c-type biogenesis protein CcmF C-terminal
PF16330	80	MukB hinge domain
PF16331	78	TolA binding protein trimerisation
PF16344	43	Domain of unknown function (DUF4974)
PF16347	51	Domain of unknown function (DUF4976)
PF16353	162	Domain of unknown function(DUF4981)
PF16358	80	RcsF lipoprotein
PF16359	80	RcsD-ABL domain
PF16360	81	GTP-binding GTPase Middle Region
PF16362	80	YaiA protein
PF16363	295	GDP-mannose 4,6 dehydratase
PF16365	80	Ethanolamine utilization protein EutK C-terminus
PF16374	4	Cycle inhibiting factor (CIF)
PF16449	72	Fimbrillin MatB
PF16452	25	Bacteriophage CI repressor C-terminal domain
PF16456	70	YmgD protein
PF16461	201	Lambda phage tail tube protein, TTP
PF16473	145	3' exoribonuclease, RNase T-like
PF16509	7	TrfB plasmid transcriptional repressor
PF16510	18	Phage P22-like portal protein
PF16518	18	T3SS negative regulator,GrlR
PF16527	80	Two-component sensor protein CpxA, periplasmic domain
PF16532	18	Sf6-type phage tail needle knob or tip of some Caudovirales
PF16535	6	Type III cell invasion protein SipB
PF16549	56	Type II secretion system (T2SS) pilotin, S protein
PF16576	943	Barrel-sandwich domain of CusB or HlyD membrane-fusion
PF16582	80	Middle domain of thiamine pyrophosphate
PF16658	80	Class II release factor RF3, C-terminal domain
PF16677	3	DNA-packaging protein gp3
PF16693	15	Inner membrane component of T3SS, periplasmic domain
PF16747	10	Surface-adhesin protein E
PF16786	6	Recombination enhancement, RecA-dependent nuclease
PF16793	1	RepB DNA-primase from phage plasmid
PF16809	13	NleF caspase inhibitor
PF16816	10	DotD protein
PF16870	105	2-oxoglutarate dehydrogenase C-terminal
PF16874	7	Glycosyl hydrolase family 36 C-terminal domain
PF16875	7	Glycosyl hydrolase family 36 N-terminal domain
PF16881	81	N-terminal domain of lipoyl synthase of Radical_SAM family
PF16884	54	N-terminal domain of oxidoreductase
PF16901	79	C-terminal domain of alpha-glycerophosphate oxidase
PF16916	80	Dimerisation domain of Zinc Transporter
PF16921	80	Tex protein YqgF-like domain
PF16925	95	Bacterial transcriptional repressor C-terminal
PF16928	32	DNA/protein translocase of phage P22 injectosome
PF16929	1	Accessory Sec system GspB-transporter
PF16931	41	Putative phage holin
PF16932	11	Type IV secretory system, conjugal DNA-protein transfer
PF16941	6	Putative cyclodextrin porin
PF16966	52	Porin-like glycoporin RafY
PF16967	104	E-set like domain
PF16970	7	Type-1 fimbrial protein, A
PF16973	79	Flagellar motor switch protein FliN N-terminal
PF16989	78	Type VI secretion, EvfE, EvfF, ImpA, BimE, VC_A0119, VasJ
PF17042	90	Putative nucleotide-binding of sugar-metabolising enzyme
PF17059	14	MgtA leader peptide
PF17073	80	Two-component-system connector protein
PF17089	75	Uncharacterised protein family
PF17090	76	Uncharacterised protein family
PF17092	80	Penicillin-binding protein OB-like domain
PF17113	80	Regulatory signalling modulator protein AmpE
PF17125	80	N-terminal domain of 16S rRNA methyltransferase RsmF
PF17128	78	Domain of unknown function (DUF5107)
PF17131	8	Outer membrane lipoprotein-sorting protein
PF17136	80	Ribosomal proteins 50S L24/mitochondrial 39S L24
PF17137	8	Domain of unknown function (DUF5110)
PF17147	80	Pyruvate:ferredoxin oxidoreductase core domain II
PF17151	70	Periplasmic sensor domain
PF17152	79	Periplasmic sensor domain
PF17153	75	Periplasmic sensor domain, extracellular
PF17154	80	Gammaproteobacterial periplasmic sensor domain
PF17155	79	Gammaproteobacterial periplasmic sensor domain
PF17156	81	Gammaproteobacterial periplasmic sensor domain
PF17157	81	Gammaproteobacterial periplasmic sensor domain
PF17158	149	Membrane-associated sensor, integral membrane domain
PF17176	81	tRNA-binding domain
PF17178	5	Membrane-associated sensor
PF17179	1	4Fe-4S dicluster domain
PF17185	80	NlpE C-terminal OB domain
PF17188	80	MucB/RseB C-terminal domain
PF17189	1	Glycosyl hydrolase family 30 beta sandwich domain
PF17191	80	RecG wedge domain
PF17192	81	MukF middle domain
PF17193	81	MukF C-terminal domain
PF17194	13	Transcriptional regulator, AbiEi antitoxin N-terminal domain
PF17203	162	Single cache domain 3
PF17206	81	SeqA protein N-terminal domain
PF17209	81	Hfq protein
PF17212	13	Tail tubular protein
PF17243	80	POTRA domain TamA domain 1
PF17263	72	Family of unknown function (DUF5329)
PF17271	34	TcfC Usher-like barrel domain
PF17273	4	Family of unknown function (DUF5338)
PF17274	1	Family of unknown function (DUF5339)
PF17282	20	Family of unknown function (DUF5347)
PF17283	80	SprT-like zinc ribbon domain
PF17284	80	Spermidine synthase tetramerisation domain
PF17287	31	POTRA domain
PF17288	17	Terminase RNAseH like domain
PF17289	99	Terminase RNaseH-like domain
PF17291	54	N-terminal domain of M60-like peptidases
PF17345	28	Family of unknown function (DUF5375)
PF17358	81	Family of unknown function (DUF5384)
PF17384	84	RimP C-terminal SH3 domain
PF17391	3	Urocanase N-terminal domain
PF17392	3	Urocanase C-terminal domain
PF17394	2	Uncharacterized KleE stable inheritance protein
PF17399	56	Domain of unknown function (DUF5405)
PF17400	5	Family of unknown function (DUF5406)
PF17414	80	MatP C-terminal ribbon-helix-helix domain
PF17420	1	Superinfection exclusion protein, bacteriophage P22
PF17425	29	Arylsulfotransferase Ig-like domain
PF17426	6	Putative Gamma DNA binding protein G5P
PF17430	77	Uncharacterized yqgC
PF17432	80	Domain of unknown function (DUF3458_C) ARM repeats
PF17438	3	Family of unknown function (DUF5417)
PF17466	1	Family of unknown function
PF17482	135	Phage tail sheath C-terminal domain
